id,parent,children,name,follow,full_name
172435,502394,"7242007011,172437,13535371,3345801,172840,14015081,505106,172426,3348501,505110,3109899011,499262,3346401,172447,525898,7161086011,196569011,3346261,14015071,7161068011,3347771,499306,14015021",Accessories,1,"Camera & Photo > Accessories"
172437,502394,"3346201,499142,3345831,499234,3345931,3346191,3346101,1205270,3346091,3346131","Bags & Cases",1,"Camera & Photo > Bags & Cases"
499320,502394,"297842,162020011,162019011,499170,3168051,3304289011,3381367011,3168061,281063","Binoculars & Scopes",1,"Camera & Photo > Binoculars & Scopes"
281052,502394,"12556502011,330405011,2476681011","Digital Cameras",1,"Camera & Photo > Digital Cameras"
7161070011,502394,"3348501,499106,172450","Film Photography",1,"Camera & Photo > Film Photography"
172447,502394,"3109928011,3109929011",Flashes,1,"Camera & Photo > Flashes"
499248,502394,"172427,562261011,7242009011",Lenses,1,"Camera & Photo > Lenses"
7161086011,502394,"7161087011,3347871,3348291,3443921","Lighting & Studio",1,"Camera & Photo > Lighting & Studio"
7161073011,502394,"10048714011,505106,4943760011,172427,172421,7161077011,3347871,196569011,7161075011,11910405011,7161074011,7161087011",Video,1,"Camera & Photo > Video"
499328,502394,"5728048011,3109930011,5728049011","Printers & Scanners",1,"Camera & Photo > Printers & Scanners"
525462,502394,"525464,300334",Projectors,1,"Camera & Photo > Projectors"
499306,502394,"499310,499314,499308,3347671,3347751,7161096011","Tripods & Monopods",1,"Camera & Photo > Tripods & Monopods"
3350161,502394,"3426471,3350171,3350301,3350211","Underwater Photography",1,"Camera & Photo > Underwater Photography"
7161091011,502394,"7161094011,898400,898406,2632821011","Video Surveillance",1,"Camera & Photo > Video Surveillance"
2407755011,2335753011,"2407756011,2407758011,2407776011,2407774011,2407759011,2407761011,2407777011,13981621,15124502011,3015433011,7072563011,2407779011,689637011,13825561,2407780011,2407781011,11139606011,2407782011,7939902011,7939901011,11548954011,14775002011",Accessories,1,"Categories > Accessories"
2407760011,2335753011,"7073962011,7073958011,3081461011,9931389011,2407765011,9414313011,9375357011,9375358011","Cases, Holsters & Clips",1,"Categories > Cases, Holsters & Clips"
7072561011,2335753011,"2407748011,2407749011","Cell Phones",1,"Categories > Cell Phones"
3345523011,2335753011,"2483609011,14674870011,14674869011","SIM Cards & Prepaid Minutes",1,"Categories > SIM Cards & Prepaid Minutes"
2407750011,2335753011,"2407752011,2484512011","Mobile Broadband",1,"Categories > Mobile Broadband"
11846801,468642,"6427814011,14210751,6469269011,14220161,16227128011,3075112011,14218901,229575,229647,2622269011,11075831,3010556011,11075221,294940,471304,979455011,8400376011",Categories,1,"Video Games > Categories"
51550011,468642,"6427814011,14210751,6469269011,14220161,14218901,3075112011,229575,229647,11075831,2622269011,3010556011,11075221,294940,471304,979455011","Featured Categories",1,"Video Games > Featured Categories"
172456,541966,"11548951011,281408,11036541,172463,281501,172472,172487,11548952011,172493,11548956011,516866,11548957011,281062,172636,172638,172585,761520,11548961011,764572,1232269011","Computer Accessories & Peripherals",1,"Computers & Accessories > Computer Accessories & Peripherals"
193870011,541966,"572238,229189,3015426011,1292112011,3015427011,3015428011,3012290011,284822,3012291011,3310626011,172508,1292107011,284823,6795230011,13983771,6795229011,172500,1048424,13983711,1161760","Computer Components",1,"Computers & Accessories > Computer Components"
13896617011,541966,"565098,565108,1232597011","Computers & Tablets",1,"Computers & Accessories > Computers & Tablets"
1292110011,541966,"595048,3015429011,1193862,1254762011,1292116011,13436301,6795227011,3151491,6795226011","Data Storage",1,"Computers & Accessories > Data Storage"
3012292011,541966,"3015427011,3015428011,13983771,1292112011","External Components",1,"Computers & Accessories > External Components"
3011391011,541966,"172470,720576,11041841,2243862011,778660,490924011,3015408011,2612045011,3012922011,3012923011,3012924011,3011392011,3015409011","Laptop Accessories",1,"Computers & Accessories > Laptop Accessories"
1292115011,541966,"",Monitors,1,"Computers & Accessories > Monitors"
172504,541966,"13983751,13447451,281413,284715,490499011,3015438011,13436301,537316,13983761,3015439011,300189,281414,1194486","Networking Products",1,"Computers & Accessories > Networking Products"
172635,9424016011,"3012931011,172646,8553181011,172648,15442736011",Printers,1,"Computers & Accessories > Printers"
172584,9277898011,"5728046011,5728047011,5728048011,5728049011",Scanners,1,"Computers & Accessories > Scanners"
11036071,541966,"",Servers,1,"Computers & Accessories > Servers"
2348628011,541966,"2348629011,2516700011,11548963011,11548965011,11548967011,13825561,11548971011,2348631011,3015412011,11548954011","Tablet Accessories",1,"Computers & Accessories > Tablet Accessories"
15524379011,541966,"15524387011,15524388011,15524389011,15524390011,11548969011","Tablet Replacement Parts",1,"Computers & Accessories > Tablet Replacement Parts"
16285851,541966,"917652,2632818011,16285861,16285871","Warranties & Services",1,"Computers & Accessories > Warranties & Services"
493964,172282,"281407,502394,3248684011,2811119011,541966,2242348011,172526,172541,667846011,172574,172623,524136,16285901,1266092011,13295274011,7926841011,300334,10048700011,2642125011",Categories,1,"Electronics > Categories"
13900861,172282,51547011,"Camera & Photo Features",1,"Electronics > Camera & Photo Features"
13900871,172282,51548011,"Computers Features",1,"Electronics > Computers Features"
13900851,172282,"51549011,3302711,2354568011","Electronics Features",1,"Electronics > Electronics Features"
2527553011,172282,2527637011,"Televisions & Video Features",1,"Electronics > Televisions & Video Features"
16323111,166777011,"16323121,16323201,16323151,14804133011,6520541011","Baby Foods",1,"Categories > Baby Foods"
2983385011,16310211,"15158294011,15158295011,15158296011",Beer,1,"Categories > Beer"
16318751,16310211,"2255576011,6548768011,6548769011,6548770011,347681011,6548788011,6548796011,6548817011,6548842011,6548861011,291442011","Breads & Bakery",1,"Categories > Breads & Bakery"
16310251,16310211,"6524414011,387559011,11713214011,16318891,347684011,11713205011,295346011","Breakfast Foods",1,"Categories > Breakfast Foods"
16322461,16310211,"6558922011,6558923011,2255566011,2255572011,16322451,16322471,2257229011,6558929011,6558936011,2255567011,7514604011,16322481,724729011,16322491,16322511,16322521,724726011,16322531,16322541,6558939011,16322551,16322571,16322581","Candy & Chocolate",1,"Categories > Candy & Chocolate"
6464939011,16310211,"9847696011,6464940011,6464947011,6464978011,6464972011,6464979011,6465007011","Canned, Jarred & Packaged Foods",1,"Categories > Canned, Jarred & Packaged Foods"
16310231,16310211,"119342011,16318161,5599475011,16318031,2255575011,119341011,15525241011,16318341,5782432011,16318171,11136975011,6520435011,119343011,16318041,16318231,16318371,16318401,16318651","Coffee, Tea & Beverages",1,"Categories > Coffee, Tea & Beverages"
16320321,16310211,"16321121,16319841,16319851,16319881,16319891,16320901,16321001,16319941,6466919011,16321441,16319971","Condiments & Salad Dressings",1,"Categories > Condiments & Salad Dressings"
16310221,16310211,"6485877011,16317231,6485882011,16317531,6485886011,6485890011,6485905011,16317551,16317591,6524459011,7000787011,16318021,16317621,13825861,6492272011,6492280011,16317831,724726011,6492293011,16322881,16317841,15197501011,6492314011,6492315011,16317901,6492319011,724686011","Cooking & Baking",1,"Categories > Cooking & Baking"
371460011,16310211,"6520116011,6520421011,2255573011,2256190011,6520428011,6520429011,371464011,6520435011,119343011,6520456011,6520474011,6523344011,6520504011,6520506011","Dairy, Cheese & Eggs",1,"Categories > Dairy, Cheese & Eggs"
10778627011,16310211,"6520116011,10779703011,10770975011,10779590011,6518735011,15281403011,10770824011,9847696011,12071184011,10771131011,10771239011",Deli,1,"Categories > Deli"
16321991,16310211,"16322001,6464122011,16322081,2255106011","Dried Beans, Grains & Rice",1,"Categories > Dried Beans, Grains & Rice"
2255571011,16310211,"12011207011,2255576011,2255572011,2255573011,2255575011,2255577011,2255584011,2255578011,2255579011,6901051011,2255580011,2255582011","Food & Beverage Gifts",1,"Categories > Food & Beverage Gifts"
3745171,16310211,"6558998011,12902901,6559011011,6559012011,3744981","Fresh Flowers & Live Indoor Plants",1,"Categories > Fresh Flowers & Live Indoor Plants"
6459122011,16310211,"6459123011,6459132011,6459139011,6459150011,6459159011,6459171011,6459193011,6459203011,6459209011,6459214011,6459227011,6459230011,6459234011,6459241011,6459248011",Frozen,1,"Categories > Frozen"
16310281,16310211,"2255584011,724716011,16321781,16321861,724803011","Herbs, Spices & Seasonings",1,"Categories > Herbs, Spices & Seasonings"
16320071,16310211,"6493998011,2256223011,16317891,2255578011,6493999011,16320311,6494000011,345830011","Jams, Jellies & Sweet Spreads",1,"Categories > Jams, Jellies & Sweet Spreads"
371469011,16310211,"2256164011,371470011,2256156011,6518760011,6459214011,6459241011,6518846011,6518852011,2255579011,6518859011,12102155011,6519153011,9847683011,371476011,371477011,6519646011,2256158011,6519828011,6519832011","Meat & Seafood",1,"Categories > Meat & Seafood"
16319771,16310211,"16319781,2255615011,16319471,6466917011,6466918011,16320731,16320851","Olives, Pickles & Relishes",1,"Categories > Olives, Pickles & Relishes"
6499407011,16310211,"6499408011,616656011,6499410011,6499411011,6499422011,6499425011,6499426011,6499427011,6499438011","Packaged Meals & Side Dishes",1,"Categories > Packaged Meals & Side Dishes"
6502933011,16310211,"6502934011,16322171","Pasta & Noodles",1,"Categories > Pasta & Noodles"
10755958011,16310211,"10759242011,10763290011,10764355011,10764480011,10770975011,10770241011,10770560011,10770668011,15709227011,10770824011,10771039011,10771131011,10771164011,10771239011","Prepared Foods",1,"Categories > Prepared Foods"
6506977011,16310211,"9865332011,16318981,6507079011,16319281,2255577011,6507181011,9865378011,6507187011,6507194011",Produce,0,"Categories > Produce"
6502765011,16310211,"6502766011,16321161,16321181,2255580011,6502775011,6502774011","Sauces, Gravies & Marinades",1,"Categories > Sauces, Gravies & Marinades"
16322721,16310211,"6524414011,347682011,16322741,16322591,16322781,6524459011,724730011,6524463011,6524464011,6459175011,371475011,11437481011,724731011,16322991,16323071,16323081,173354011,6524481011,6523475011,14864739011,11437484011,2255582011,16323101,6524485011","Snack Foods",1,"Categories > Snack Foods"
16319621,16310211,"6464981011,16319631,724733011,16319641,724737011,16319691,16319701,16319711,724736011,724734011,16319721,16319731,16319741,6465003011,16319751,16319761","Soups, Stocks & Broths",1,"Categories > Soups, Stocks & Broths"
2983386011,16310211,"6503741011,8521879011,8521880011,6901051011,6503737011,6503739011,6503740011,6503738011",Wine,1,"Categories > Wine"
3760931,3760901,"10787321,3760941,15342811,3775161,10079992011,3777891,3777371,6973663011,723418011,10079994011,3764441,10079996011",Products,1,"Health & Household > Products"
51572011,3760901,"10787321,3760941,15342811,3775161,10079992011,3777891,353413011,3777371,6973663011,10079994011,3764441,10079996011","Featured Categories",1,"Health & Household > Featured Categories"
1063498,1055398,"3206325011,284507,1063252,1063236,1063306,1063278,3736081,16510975011,13679381,901590,3206324011,510240,510106,3610841,10802561",Categories,1,"Home & Kitchen > Categories"
258599011,1055398,"","Home & Kitchen Filtered Stores",1,"Home & Kitchen > Home & Kitchen Filtered Stores"
13900811,1055398,51551011,"Home & Kitchen Features",1,"Home & Kitchen > Home & Kitchen Features"
13900821,1055398,51552011,"Kitchen & Dining Features",1,"Home & Kitchen > Kitchen & Dining Features"
256167011,16310161,"401506011,3442587011,256168011,401518011,2665570011,2734049011,256181011,2734051011,552714,553346","Abrasive & Finishing Products",1,"Categories > Abrasive & Finishing Products"
6066126011,16310161,"6066127011,6066128011,6066132011,8481412011","Additive Manufacturing Products",1,"Categories > Additive Manufacturing Products"
10773802011,16310161,"10773803011,10773891011,10773965011","Commercial Door Products",1,"Categories > Commercial Door Products"
383598011,16310161,"552288,256257011,340029011,340030011,256258011,256259011,256263011,401548011,340035011,8906585011,340037011,401581011,552402,257513011,257519011,256264011,1265143011,9627233011,9627231011,5825198011,340038011,2225051011,256295011,3116511,340039011,256311011,256319011,15709071,256320011,256324011,401549011","Cutting Tools",1,"Categories > Cutting Tools"
383599011,16310161,"16409341,552420,16409861,16410171,16410451,16410461,16403521,16413321,16410701,16410711,16410821",Fasteners,1,"Categories > Fasteners"
3061625011,16310161,"3419728011,13399891,3419746011,3419742011,318079011,5760169011,3419750011",Filtration,1,"Categories > Filtration"
6054382011,284507,"5315101011,9768325011,5315090011,5315091011,6054385011,6054847011,5315092011,5298059011,6134197011,5298299011,5315122011,6054386011,5315121011,6054395011,6054387011,6054389011,6054392011,5315132011","Food Service Equipment & Supplies",1,"Categories > Food Service Equipment & Supplies"
3021479011,16310161,"4650338011,3021480011,3206433011,4650340011,5760175011,3754081,4650341011,1265113011,4650342011,16413421,9631359011,383615011","Hydraulics, Pneumatics & Plumbing",1,"Categories > Hydraulics, Pneumatics & Plumbing"
306506011,16310161,"306507011,306528011,1265103011,306611011,6355949011,306743011,306767011,306831011,306923011,306943011,306629011","Industrial Electrical",1,"Categories > Industrial Electrical"
16412251,16310161,"16409481,16412261,16412271,16412281,16412341,16412351,16412421,16412431,16409771,16412441,511384,16412531,16412711,16412791,16412911,16409851,16410641","Industrial Hardware",1,"Categories > Industrial Hardware"
3021459011,16310161,"2233994011,2234002011,8106310011,979147011","Industrial Power & Hand Tools",1,"Categories > Industrial Power & Hand Tools"
317971011,16310161,"3310240011,3310260011,3256960011,3310283011,3310282011,3310248011,3310284011,3310293011,3310301011,3310316011,3310326011","Janitorial & Sanitation Supplies",1,"Categories > Janitorial & Sanitation Supplies"
317970011,16310161,"318049011,3013597011,318031011,317980011,7301207011,393446011","Lab & Scientific Products",1,"Categories > Lab & Scientific Products"
256346011,16310161,"507844,16412291,16412371,256347011,401559011,553518,3003667011,256350011,553520,720590011,256361011,256362011,3003668011,1265128011,256363011,256364011,256370011,1265124011,1265125011,1265126011,15708131,401568011,3003669011,401572011,256383011,256384011,256385011,3003670011,256386011,1265132011,383596011,256393011,256399011,256400011,256401011,16413351","Material Handling Products",1,"Categories > Material Handling Products"
318135011,16310161,"393317011,7459506011,393321011,1265106011,486555011,3430070011,7564842011,1265104011","Occupational Health & Safety Products",1,"Categories > Occupational Health & Safety Products"
8553197011,16310161,"15327871,8553207011,8553198011,8553213011,8553215011,8553217011,8553221011,8553227011,8553202011,8553199011,8553200011,8553245011,8553249011","Packaging & Shipping Supplies",1,"Categories > Packaging & Shipping Supplies"
16310181,16310161,"16410991,16411341,16411471,16411631,16411671,16411711,16412021,16412061,16412071,16412081,16411201,16414281,310354011,16412221,1258851011,16412231,16411641,16413661,16413711,16413811,16412241","Power Transmission Products",1,"Categories > Power Transmission Products"
8297371011,16310161,"8297384011,11322159011,8297385011,8297387011,8297386011,11322221011,8297389011,8297390011,8297391011,11322243011,11322256011,8297394011,8297395011,8297393011,8297396011,8297397011,8297388011,8297380011,11322307011","Professional Dental Supplies",1,"Categories > Professional Dental Supplies"
8297370011,16310161,"8297372011,8297373011,10287908011,8297374011,8297375011,8297376011,8297377011,3776531,11312453011,8297379011,8297380011,8297381011,8297382011,8297383011","Professional Medical Supplies",1,"Categories > Professional Medical Supplies"
16310191,16310161,"6901870011,6469731011,6469725011,6469727011,16414051,16414131,16414291,350666011,6469722011,16413251,16414431,6469724011,6469723011,16414441","Raw Materials",1,"Categories > Raw Materials"
8615538011,16310161,"8615539011,8615541011,8615542011,8615540011,8615543011,8615544011,8615548011,2747494011","Retail Store Fixtures & Equipment",1,"Categories > Retail Store Fixtures & Equipment"
8498884011,16310161,"8498885011,8498887011,8498891011,8498892011",Robotics,1,"Categories > Robotics"
393459011,16310161,"6651002011,6651003011,5555027011,6651011011,6651004011,6651005011,6651010011,6651008011,6651006011,6651007011,6651009011,5447068011","Science Education",1,"Categories > Science Education"
256225011,16310161,"256226011,401522011,401527011,401523011,401524011,256159011,401541011,401525011,401526011,256233011,16413451,401542011,256242011,256243011,256244011,256247011,256248011,401536011,401538011,401537011,401543011,256249011,256250011,256231011,256251011,401544011,401545011,256232011,256252011,256253011,401546011,401547011","Tapes, Adhesives & Sealants",1,"Categories > Tapes, Adhesives & Sealants"
256409011,16310161,"5006563011,4989307011,4989299011,5011659011,4989315011,393278011,5006560011,7701919011,5006545011,5006548011,4989331011,7701920011,4989319011,5006566011,4989323011","Test, Measure & Inspect",1,"Categories > Test, Measure & Inspect"
133141011,133140011,"370783011,2102313011,241647011,241646011,165389011,8584457011,2486013011,6118587011,154606011",Categories,1,"Kindle Store > Categories"
358606011,133140011,"2102313011,370783011,241647011,154606011,3000678011,5688113011,2486013011,6118587011,8584457011,15195176011","Featured Categories",1,"Kindle Store > Featured Categories"
1293747011,133140011,"241647011,154606011,241646011,165389011,2486013011,6118587011","Kindle Content",1,"Kindle Store > Kindle Content"
2268072011,133140011,"154606011,241647011,241646011,165389011,2486013011,2252460011,6118587011","Kindle Content + Audible",1,"Kindle Store > Kindle Content + Audible"
3000677011,133140011,"154606011,2486013011,6118587011","Kindle Content Bookstore",1,"Kindle Store > Kindle Content Bookstore"
3000678011,133140011,"165389011,241646011","Kindle Content Newsstand",1,"Kindle Store > Kindle Content Newsstand"
2665232011,133140011,"241647011,154606011,241646011,165389011,2486013011,2252460011,6118587011","All Kindle Content",1,"Kindle Store > All Kindle Content"
3117659011,133140011,"154606011,241647011,241646011,165389011,2486013011,2252460011,6118587011","Kindle Content Full",1,"Kindle Store > Kindle Content Full"
6766606011,133140011,"2102313011,370783011,241647011,241646011,165389011","Kindle APS Blender Grouping Node",1,"Kindle Store > Kindle APS Blender Grouping Node"
7529231011,133140011,"154607011,154754011,154821011,155009011,156104011,156116011,156154011,156699011,158125011,156424011,156430011,156576011,156279011,157028011,157305011,157325011,157584011,305951011,157626011,158280011,158566011,158597011,668010011,156563011,159818011,3511261011,159936011,7529576011","Kindle eBooks Grouping",1,"Kindle Store > Kindle eBooks Grouping"
289668,284507,"289671,289669,289674,289719,289675,289679,8614937011,2231404011,289727,3736941,2231407011,289696,289700,289701,383850011,5038552011,289672,289826,289714",Bakeware,1,"Kitchen & Dining > Bakeware"
915194,284507,"7083296011,289750,7740213011,3118168011,14163731,289748,14163721,3115648011,3117950011,3118169011,3118170011","Coffee, Tea & Espresso",1,"Kitchen & Dining > Coffee, Tea & Espresso"
289814,284507,"289816,3737221,289825,289818,2237238011,289829,289833,289827,289834,289822,289824,289821,289826,289828,10762650011,289817,289819,289820,300193,1194422,6054383011,289815,3737211,3737231,289823,289830,3737201",Cookware,1,"Kitchen & Dining > Cookware"
289851,284507,"289852,289854,289857,3737391,289864,289859,289860,289861,498926,289863,289870,289867,289855,3737381,289856,289858,289862,3737361","Cutlery & Knife Accessories",1,"Kitchen & Dining > Cutlery & Knife Accessories"
13162311,284507,"289728,367107011,367125011,367146011,13218891,13217501,9298963011,367147011,367165011,3194593011","Dining & Entertaining",1,"Kitchen & Dining > Dining & Entertaining"
979832011,284507,"979833011,979845011,979846011,979844011,2252009011,979852011,979854011","Home Brewing & Wine Making",1,"Kitchen & Dining > Home Brewing & Wine Making"
1063916,284507,"668145011,3741981,3741991,6054384011,3741961,644050011,3742001,3742011,3742021,3742031,3118182011,3741971","Kitchen & Table Linens",1,"Kitchen & Dining > Kitchen & Table Linens"
289754,284507,"16439841,289785,760354,16439851,289755,289802,289779,16439831,3737191,289807,289789,760384,760356,289790,760358,289798,289758,289719,553762,16439891","Kitchen Utensils & Gadgets",1,"Kitchen & Dining > Kitchen Utensils & Gadgets"
289913,284507,"289940,289935,289920,678540011,289914,289926,289925,289933,678542011,13838451,289924,289942,289918,289917,289742,3741521,289929,289941,13838461,3117954011,13838481,13838491,3117951011,678541011,7956268011,3741591,2686328011,2686378011,8614937011","Small Appliances",1,"Kitchen & Dining > Small Appliances"
1267449011,284507,"9425873011,3204211011,3115648011,9425874011,3204224011,9425878011,3204226011,3204225011,9425880011,7956269011","Small Appliance Parts & Accessories",1,"Kitchen & Dining > Small Appliance Parts & Accessories"
510136,284507,"3743971,9768328011,9768329011,16188246011,9768326011,3744031,8841480011,3744251","Storage & Organization",1,"Kitchen & Dining > Storage & Organization"
9630569011,284507,"602608,13880501,9630571011,3395091","Travel & To-Go Drinkware",1,"Kitchen & Dining > Travel & To-Go Drinkware"
510202,284507,"680337011,3741101,3741111,13397611,3741041,3741061","Water Coolers & Filters",1,"Kitchen & Dining > Water Coolers & Filters"
13299291,284507,"289734,678496011,13299331,13217531,13299351,13218541,3744251,289737,13299321","Wine Accessories",1,"Kitchen & Dining > Wine Accessories"
11965861,11091801,"11971241,11971311,14733114011,8882494011,11970241,11969981,11974521,405758011,11971681,8882493011,8882497011,11965871,405757011,11973111,11973881",Products,1,"Musical Instruments > Products"
51575011,11091801,"11965871,11971241,11971311,11970241,11969981,11973111,405757011,11973881,405758011","Featured Categories",1,"Musical Instruments > Featured Categories"
1084128,1064954,"1069242,172574,1069102",Categories,1,"Office Products > Categories"
51559011,1064954,"1069254,12899801,1068972,172574,1069102,1068956,1069242","Featured Categories",1,"Office Products > Featured Categories"
2619534011,2619533011,"2975312011,2975241011,2975446011,2975221011,2975481011,2975504011,2975520011",Categories,1,"Pet Supplies > Categories"
2619535011,2619533011,"3010870011,3091344011,16225013011,370720011,14805619011,8232322011","Specialty Stores",1,"Pet Supplies > Specialty Stores"
3010869011,2619533011,"2975221011,2975241011,2975312011,2975446011,2975481011,2975504011,2975520011","Featured Categories",1,"Pet Supplies > Featured Categories"
3010871011,2619533011,"3010872011,3010873011",Self-Service,0,"Pet Supplies > Self-Service"
3375301,3375251,"706814011,10971181011,3386071",Categories,1,"Sports & Outdoors > Categories"
51576011,3375251,"3386071,706814011,10971181011","Featured Categories",1,"Sports & Outdoors > Featured Categories"
11130423011,3375251,"","Sports & Fitness Features",1,"Sports & Outdoors > Sports & Fitness Features"
11130424011,3375251,"","Outdoor Recreation Features",1,"Sports & Outdoors > Outdoor Recreation Features"
11130425011,3375251,"","Fan Shop Features",1,"Sports & Outdoors > Fan Shop Features"
468240,228013,"13397451,551240,495266,511228,3754161,322525011,495224,553244,228899,328182011,13749581,3180231,13400631,8106310011",Categories,1,"Tools & Home Improvement > Categories"
51554011,228013,"552684,13397451,551240,1259929011,495266,511228,3754161,495224,228899,328182011,13749581,3180231,13400631","Featured Categories",1,"Tools & Home Improvement > Featured Categories"
165795011,165793011,"165993011,166057011,196601011,166092011,166118011,166316011,166164011,166220011,3226142011,276729011,166210011,166269011,166027011,1266203011,166333011,166359011,166420011,166461011,166508011,256994011,8794716011",Categories,1,"Toys & Games > Categories"
219221011,165793011,"165993011,166057011,196601011,256994011,166092011,166242011,166118011,166316011,166164011,166220011,276729011,166210011,166269011,166326011,166027011,1266203011,166508011,251909011,166309011,166333011,166359011,166420011,166461011","Featured Categories",1,"Toys & Games > Featured Categories"
